id	X.id	X.type	type	name	flat	details.description	details.numberOfClasses	details.categories	details.hasOntologyLanguage	details.released	details.creationDate	details.homepage	details.publication	details.documentation	details.version	details.metricsAvailable	details.hasSubmissions
MFOMD	https://data.bioontology.org/ontologies/MFOMD	http://data.bioontology.org/metadata/Ontology	Ontology	MFO Mental Disease Ontology	FALSE	An ontology to describe and classify mental diseases such as schizophrenia, annotated with DSM-IV and ICD codes where applicable.	880	Health	OWL	2020-04-26T18:07:24-07:00	2020-04-26T18:07:29-07:00	https://github.com/jannahastings/mental-functioning-ontology			2020-04-26	TRUE	TRUE
ONLIRA	https://data.bioontology.org/ontologies/ONLIRA	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Liver for Radiology	FALSE	ONLIRA (Ontology of the Liver for Radiology) focuses on a semantic specification of imaging observations of CT scans for the liver. ONLIRA extends RadLex with semantic relationships that describe and relate the concepts. Thus, automated processing tasks, such as identifying similar patients, are supported.	56		OWL	2015-01-26T10:18:13-08:00	2016-02-01T16:39:20-08:00	http://vavlab.ee.boun.edu.tr/pages.php?p=research/CARERA/carera.html	http://vavlab.ee.boun.edu.tr/pages.php?p=research/CARERA/carera.html	http://vavlab.ee.boun.edu.tr/pages.php?p=research/CARERA/carera.html	"changes
* Segments and Regions are modelling as Classes in order to identify which patient (liver) they belong to.
* Redundant restrictions are removed
"	TRUE	TRUE
NLN	https://data.bioontology.org/ontologies/NLN	http://data.bioontology.org/metadata/Ontology	Ontology	NLighten Ontology	FALSE	The NLighten ontology is an ontology designed to model clinical research/trials educational resourcses.  It includes a model of educational resources and a taxonomy of clinical research competencies.  The educational resource model reuses many schema.org concepts, the taxonomy is based on a variety of domain competency frameworks, and the ontology is designed to work with the eagle-i software platform.  	411	Other	OWL	2018-03-08T00:00:00+00:00	2019-06-19T14:35:21-07:00	https://github.com/NLightenGroup/nlighten-ontology			2018-02-28	TRUE	TRUE
GAZ	https://data.bioontology.org/ontologies/GAZ	http://data.bioontology.org/metadata/Ontology	Ontology	Gazetteer	TRUE	GAZ is a large, ontologically-oriented resource listing place names which can be treated as instances of environments.	668838		OBO	2014-09-17T00:00:00+00:00	2015-02-24T15:51:10-08:00	http://environmentontology.github.io/gaz/			$Revision: 1.512 $	TRUE	TRUE
VT	https://data.bioontology.org/ontologies/VT	http://data.bioontology.org/metadata/Ontology	Ontology	Vertebrate Trait Ontology	FALSE	The Vertebrate Trait Ontology is a controlled vocabulary for the description of traits (measurable or observable characteristics) pertaining to the morphology, physiology, or development of vertebrate organisms.	3706		OBO	2021-08-06T00:00:00+00:00	2021-08-06T14:06:34-07:00	https://www.animalgenome.org/bioinfo/projects/vt/		https://github.com/AnimalGenome/vertebrate-trait-ontology	11.10	TRUE	TRUE
ECSO	https://data.bioontology.org/ontologies/ECSO	http://data.bioontology.org/metadata/Ontology	Ontology	The Ecosystem Ontology	FALSE	DataONE ontology of Carbon Flux measurements for MsTMIP and LTER Use Cases	2094	Other	OWL	2019-09-20T00:00:00+00:00	2019-09-23T21:01:43-07:00	https://github.com/DataONEorg/sem-prov-ontologies		https://github.com/DataONEorg/sem-prov-ontologies	0.9	TRUE	TRUE
ZEA	https://data.bioontology.org/ontologies/ZEA	http://data.bioontology.org/metadata/Ontology	Ontology	Maize Gross Anatomy Ontology	FALSE		179	Plant Anatomy	OBO	2006-12-07T00:00:00-08:00	2012-04-12T14:34:53-07:00	http://www.maizemap.org/			1.2	TRUE	TRUE
SMASH	https://data.bioontology.org/ontologies/SMASH	http://data.bioontology.org/metadata/Ontology	Ontology	SMASH Ontology	FALSE	The SMASH (Semantic Mining of Activity, Social, and Health data) system ontology describes concepts used in describing the semantic features of healthcare data and social networks. The SMASH system primarily addresses the research topic of sustained weight loss with continued intervention with frequent social contacts.	189	Health	OWL	2015-06-02T18:14:47-07:00	2015-06-02T18:14:47-07:00					TRUE	TRUE
PLIO	https://data.bioontology.org/ontologies/PLIO	http://data.bioontology.org/metadata/Ontology	Ontology	Protein-ligand interaction ontology	FALSE	The protein--ligand interaction ontology (PLIO) was developed around three main concepts, namely target, ligand and interaction, and was enriched by adding synonyms, useful annotations and references.	376		OWL	2011-06-15T00:00:00+00:00	2014-11-03T03:22:29-08:00		http://www.ncbi.nlm.nih.gov/pubmed/21546398		1.0	TRUE	TRUE
OGI	https://data.bioontology.org/ontologies/OGI	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology for Genetic Interval	FALSE	"Using BFO as its framwork, OGI formalized the genomic element by defining an upper class 'genetic interval'.

The definition of 'genetic interval' is ""the spatial continuous physical entity which contains ordered genomic sets(DNA, RNA, Allele, Marker,etc.) between and including two points (Nucleic_Acid_Base_Residue) on a chromosome or RNA molecule which must have a liner primary sequence sturcture."	184	Genomic and Proteomic	OWL	2015-08-20T18:07:21-07:00	2015-08-20T18:07:21-07:00	https://code.google.com/p/ontology-for-genetic-interval/			2.0	TRUE	TRUE
CO	https://data.bioontology.org/ontologies/CO	http://data.bioontology.org/metadata/Ontology	Ontology	Crop Ontology	FALSE		0	Phenotype|Plant								FALSE	FALSE
ICECI	https://data.bioontology.org/ontologies/ICECI	http://data.bioontology.org/metadata/Ontology	Ontology	International Classification of  External Causes of Injuries	FALSE	"The International Classification of External Causes of Injury (ICECI) is a system of classifications to enable systematic description of how injuries occur. It is designed especially to assist injury prevention. 

The ICECI was originally designed for use in settings in which information is recorded in a way that allows statistical reporting--for example, injury surveillance based on collection of information about cases attending a sample of hospital emergency departments. It has also been found useful for other purposes. For example, it has been used as a reference classification during revision of another classification, to record risk-factor exposure of children in a cohort study, as the basis for special-purpose classifications and in a growing number of other ways."	2232		OWL	2004-07-01T00:00:00-07:00	2010-05-07T11:57:55-07:00				Original Source: 1.2; OWL version 1.02	TRUE	TRUE
ONTOPNEUMO	https://data.bioontology.org/ontologies/ONTOPNEUMO	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Pneumology	FALSE	"Ontology of pneumology (french version).

The ONTOPNEUMO ontology was developped by Audrey Baneyx, under the direction
of Jean Charlet about knowledge engineering expertise and by François-Xavier
Blanc in collaboration with Bruno Housset about medical expertise.
The OWL compliant ONTOPNEUMO ontology is available under Creative Commons
license “Attribution-Non-Commercial-No Derivative Works 2.0 UK”. Details of
this license are accessible at : http://creativecommons.org/licenses/
by-nc-nd/2.0/uk/."	1153	Health|Human	OWL	2011-05-11T00:00:00-07:00	2012-12-04T03:09:05-08:00				0.1	TRUE	TRUE
ONTOSINASC	https://data.bioontology.org/ontologies/ONTOSINASC	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Information System on Live Births	FALSE	"[pt] A Ontologia do SINASC foi desenvolvida no contexto do projeto DIASUS. Ela buscou resgatar a estrutura presente na ficha de preenchimento da Declaração de Nascido Vivo - DN, do Sistema de Informação de Nascidos Vivos - SINASC, do Sistema Único de Saúde, do Brasil. 

[en] The SINASC Ontology was developed in the context of DIASUS project. This ontology intent to rescue the data structure presented in Live Birth Certificate form, from Information System on Live Births - SINASC, from Brazilian Public Health System - SUS. "	12	Health|Human	OWL	2020-08-12T00:00:00+00:00	2020-08-12T16:20:05-07:00			https://gitlab.com/beliefchangetools/diasus/-/tree/master/OF_SINASC	1.0.0	TRUE	TRUE
PROVO	https://data.bioontology.org/ontologies/PROVO	http://data.bioontology.org/metadata/Ontology	Ontology	Provenance Ontology	FALSE	The PROV Ontology (PROV-O) expresses the PROV Data Model using the OWL2 Web Ontology Language (OWL2). It provides a set of classes, properties, and restrictions that can be used to represent and interchange provenance information generated in different systems and under different contexts. It can also be specialized to create new classes and properties to model provenance information for different applications and domains.	31		OWL	2013-07-04T00:00:00-07:00	2013-08-16T17:11:20-07:00	http://www.w3.org/TR/prov-o/		http://www.w3.org/TR/prov-o/	Recommendation version 2013-04-30	TRUE	TRUE
UGANDA_DISEASES	https://data.bioontology.org/ontologies/UGANDA_DISEASES	http://data.bioontology.org/metadata/Ontology	Ontology	Uganda_diseases	FALSE	This is the first version	2	Vocabularies	SKOS	2021-03-29T00:00:00+00:00	2021-04-05T03:04:53-07:00				7	TRUE	TRUE
NIDM-RESULTS	https://data.bioontology.org/ontologies/NIDM-RESULTS	http://data.bioontology.org/metadata/Ontology	Ontology	NIDM-Results	FALSE	"NIDM-Results is a data model that enable sharing neuroimaging results using a common descriptive standard across neuroimaging software. NIDM-Results focuses on mass-univariate studies and is mostly targeted at fMRI but is also suitable for anatomical MRI (with Voxel-Based Morphometry), and Positron Emission Tomography (PET). 

NIDM-Results packs provide a lightweight solution to share maps generated by neuroimaging studies along with their metadata. Export to NIDM-Results is natively implemented in SPM, NeuroVault and CBRAIN and a Python library is ready for  integration in FSL. NeuroVault additionally can import NIDM-Results packs."	161	Imaging|Other	OWL	2016-06-07T00:00:00+00:00	2016-06-07T04:31:38-07:00	http://nidm.nidash.org/specs/nidm-results.html			Recommendation version 2013-04-30	TRUE	TRUE
CDO	https://data.bioontology.org/ontologies/CDO	http://data.bioontology.org/metadata/Ontology	Ontology	Chinese Diabetes Mellitus Ontology	FALSE	CDO is an OWL 2 ontology designed to cover the diabetes mellitus knowledge represented in chinese language. The ontology is based on BFO and OGMS. In addition, the hierarchical structure was adapted from SNOMED-CT, and strive for mapping with other medical ontologies, such as SNOMED-CT, HPO, DOID, DRON.	1484	Health|Human	OWL	2021-05-11T00:00:00+00:00	2021-05-11T19:58:01-07:00				1.0	TRUE	TRUE
RCD	https://data.bioontology.org/ontologies/RCD	http://data.bioontology.org/metadata/Ontology	Ontology	Read Codes, Clinical Terms Version 3 (CTV3) 	FALSE	Clinical Terms Version 3 (CTV3) (Read Codes) (Q199): National Health Service National Coding and Classification Centre	140065		UMLS	2021-04-03T00:00:00+00:00	2021-05-20T11:19:07-07:00				2021AA	TRUE	TRUE
EPIE	https://data.bioontology.org/ontologies/EPIE	http://data.bioontology.org/metadata/Ontology	Ontology	Epigenetic Entity	FALSE	Biological entities associated with changes in the regulation of gene activity without alteration of genetic structure. Development of this terminology was funded by the National Institute of Child Health and Human Development in support of the Placental Atlas Tool (PAT) with final verification by the PAT External Scientific Panel. This terminology was developed through a combination of resources including existing biomedical ontology resources, such as the Gene Ontology and the National Cancer Institute Thesaurus, web-based content, and epigenetic literature.	392	Other	OWL	2019-05-01T00:00:00+00:00	2020-01-27T11:02:07-08:00				1.3	TRUE	TRUE
UO	https://data.bioontology.org/ontologies/UO	http://data.bioontology.org/metadata/Ontology	Ontology	Units of Measurement Ontology	FALSE	Metrical units for use in conjunction with PATO	607	Phenotype	OWL	2021-04-12T18:17:56-07:00	2021-04-12T18:17:58-07:00	https://github.com/bio-ontology-research-group/unit-ontology			unknown	TRUE	TRUE
FLYGLYCODB	https://data.bioontology.org/ontologies/FLYGLYCODB	http://data.bioontology.org/metadata/Ontology	Ontology	FlyGlycoDB	FALSE	Ontology to describe glycogenes of Drosophila.  Includes mutants, activity, references and links to FlyBase and UniProt.	114	Gene Product	OWL	2016-12-22T00:00:00+00:00	2016-12-21T22:03:35-08:00	http://fly.glycoinfo.org			1.0.0	TRUE	TRUE
BKO	https://data.bioontology.org/ontologies/BKO	http://data.bioontology.org/metadata/Ontology	Ontology	Bricks ontology	FALSE	The BricKs Ontology (BKO) provides Systems Biology Graphical Notation representations of recurring concepts in molecular networks. These representations, called bricks, are associated in the ontology with terms describing the concepts. Part of these terms are borrowed from the Gene Ontology and the Systems Biology Ontology. The bricks can be used for both the template-based construction of molecular networks maps as well as for their annotation.	669	Other	OWL	2020-07-21T00:00:00+00:00	2020-07-21T05:56:52-07:00	http://sbgnbricks.org			13:07:2018 10:45	TRUE	TRUE
MARC-LANGUAGES	https://data.bioontology.org/ontologies/MARC-LANGUAGES	http://data.bioontology.org/metadata/Ontology	Ontology	MARC List for Languages	FALSE		6		SKOS	2020-08-16T18:20:53-07:00	2020-08-16T18:20:55-07:00	http://id.loc.gov/vocabulary/languages.html				TRUE	TRUE
PDON	https://data.bioontology.org/ontologies/PDON	http://data.bioontology.org/metadata/Ontology	Ontology	Parkinson's Disease Ontology	FALSE	Here, we introduce the Parkinson’s disease ontology (PDO) as a comprehensive semantic framework covering the whole breadth of the Parkinson’s knowledge domain. This ontology with a subclass-based taxonomic hierarchy not only covers the broad spectrum of major biomedical concepts from molecular to clinical features of the disease, but also the different views on disease features held by molecular biologists, clinicians and drug developers. This resource has been created for use in the IMI-funded AETIONOMY project (www.aetionomy.org).  	632		OWL	2015-06-17T00:00:00+00:00	2014-08-18T01:32:33-07:00				1.0	TRUE	TRUE
BCGO	https://data.bioontology.org/ontologies/BCGO	http://data.bioontology.org/metadata/Ontology	Ontology	Breast Cancer Grading Ontology	FALSE	assigns a grade to a tumor starting from the 3 criteria of the NGS	133	Biological Process	OWL	2010-11-06T00:00:00-07:00	2011-05-24T01:39:44-07:00				1.5	TRUE	TRUE
NEOMARK3	https://data.bioontology.org/ontologies/NEOMARK3	http://data.bioontology.org/metadata/Ontology	Ontology	Neomark Oral Cancer Ontology, version 3	FALSE	Ontology that describes the medical information necessary for early detection of the oral cancer reoccurrence extracted from the NeoMark Project.	55	Health	OWL	2010-05-17T00:00:00-07:00	2010-05-21T03:35:05-07:00	http://www.neomark.eu/portal/			3.1	TRUE	TRUE
FDSAJFAHSJK	https://data.bioontology.org/ontologies/FDSAJFAHSJK	http://data.bioontology.org/metadata/Ontology	Ontology	OWL_XML_Tool5	FALSE	dasf	3		OWL	2016-08-04T00:00:00+00:00	2016-08-03T03:59:21-07:00					TRUE	TRUE
ADAR	https://data.bioontology.org/ontologies/ADAR	http://data.bioontology.org/metadata/Ontology	Ontology	Autism DSM-ADI-R ontology	FALSE	"The autism DSM-ADI-R (ADAR) ontology extends an ontology by Tu et al. with additional SWRL rules to infer phenotypes from ADI-R items.
It includes OWL class definitions representing DSM IV diagnostic criteria for autistic disorder and ASD criteria for Autism Spectrum Disorder
OWL Reasoners can thus infer autism-related phenotypes from ADI-R questionnaire results 

Tu SW, Tennakoon L, Connor MO, Das A. Using an Integrated Ontology and Information Model for Querying and Reasoning about Phenotypes : The Case of Autism. AMIA Annu Symp Proc 2008;727–31
"	791	Health	OWL	2015-03-27T00:00:00+00:00	2015-04-07T16:36:38-07:00				1.1	TRUE	TRUE
MATR	https://data.bioontology.org/ontologies/MATR	http://data.bioontology.org/metadata/Ontology	Ontology	Material	FALSE	List of material Objects from SWEET ontology	28	Upper Level Ontology	OWL	2016-01-08T00:00:00+00:00	2016-01-07T12:38:55-08:00				2.3	TRUE	TRUE
IDOBRU	https://data.bioontology.org/ontologies/IDOBRU	http://data.bioontology.org/metadata/Ontology	Ontology	Brucellosis Ontology	FALSE	Brucellosis Ontology is a biomedical ontology in the domain of zoonotic disease brucellosis that is caused by Brucella, a facultative intracellular baterium.	3214	Health	OWL	2015-03-28T18:04:35-07:00	2015-03-28T18:04:36-07:00	http://www.phidias.us/bbp/idobru/index.php			Arbor version; 1.2.92	TRUE	TRUE
MCBCC	https://data.bioontology.org/ontologies/MCBCC	http://data.bioontology.org/metadata/Ontology	Ontology	Breast Tissue Cell Lines Ontology	FALSE	Contains a comprehensive list of cell lines derived from breast tissue, both normal and pathological. The ontology in built in OWL with cross relation to classes- genetic variation, pathological condition, genes, chemicals and drugs. The relations built enable semantic query across different classes	385	Cell	OWL	2010-07-30T00:00:00-07:00	2010-07-29T20:59:39-07:00	www.molecularconnections.com			2	TRUE	TRUE
DDPHENO	https://data.bioontology.org/ontologies/DDPHENO	http://data.bioontology.org/metadata/Ontology	Ontology	Dictyostelium Discoideum Phenotype Ontology	FALSE		1133	Anatomy	OWL	2020-06-19T18:02:18-07:00	2020-06-19T18:02:21-07:00	http://dictybase.org/				TRUE	TRUE
XPO	https://data.bioontology.org/ontologies/XPO	http://data.bioontology.org/metadata/Ontology	Ontology	Xenopus Phenotype Ontology	FALSE	An ontology of anatomical, cellular, and gene function phenotypes in Xenopus, the African clawed frogs. The Xenopus Phenotype Ontology represents and standardizes anatomical, cellular, and gene function phenotypes in Xenopus, the African clawed frogs. The XPO is being designed primarily to support phenotype curation in Xenbase, the model organism database for Xenopus, and to facilitate mappings between frog phenotypes and human disease.	24170	Phenotype	OWL	2021-03-05T18:14:42-08:00	2021-03-05T18:15:02-08:00	https://github.com/obophenotype/xenopus-phenotype-ontology			2021-03-05	TRUE	TRUE
CASE-BASE-ONTO	https://data.bioontology.org/ontologies/CASE-BASE-ONTO	http://data.bioontology.org/metadata/Ontology	Ontology	Case-base ontology for gastric dystemperament in Persian medicine	FALSE	The case-base ontology was developed for a CBR system to diagnose gastric dystemperament in the Persian medicine.	71	Other	OWL	2021-05-14T00:00:00+00:00	2021-05-14T19:53:31-07:00				1.0	TRUE	TRUE
GENEVIEVE	https://data.bioontology.org/ontologies/GENEVIEVE	http://data.bioontology.org/metadata/Ontology	Ontology	Charlotte	FALSE		0	Health|Human Developmental Anatomy								FALSE	FALSE
FO	https://data.bioontology.org/ontologies/FO	http://data.bioontology.org/metadata/Ontology	Ontology	Fern Ontology	FALSE	Fern Ontology (FO) is a controlled and structured vocabulary of fern specific anatomy and lifecycle. 	32	Plant Anatomy	OWL	2015-03-16T00:00:00+00:00	2015-03-15T22:25:09-07:00				0.05	TRUE	TRUE
HNS	https://data.bioontology.org/ontologies/HNS	http://data.bioontology.org/metadata/Ontology	Ontology	HNS_Ontolgoy	FALSE	The purpose of this research is to develop an ontology with subsequent testing and evaluation, for identifying utility and value. The domain that has been chosen is human nervous system (HNS) disorders. It is hypothesized here that an ontology-based patient records management system is more effective in meeting and addressing complex information needs of health-care personnel. Therefore, this study has been based on the premise that developing an ontology and using it as a component of the search interface in hospital records management systems will lead to more efficient and effective management of health-care. It is proposed here to develop an ontology of the domain of HNS disorders using a standard vocabulary such as MeSH or SNOMED CT. The principal classes of an ontology include facet analysis for arranging concepts based on their common characteristics to build mutually exclusive classes. We combine faceted theory with description logic, which helps us to better query and retrieve data by implementing an ontological model. Protégé 5.2.0 was used as ontology editor. The use of ontologies for domain modelling will be of acute help to doctors for searching patient records. In this paper we show how the faceted approach helps us to build a flexible model and retrieve better information. We use the medical domain as a case study to show examples and implementation.	546	Health|Neurologic Disease|Human	OWL	2020-05-05T00:00:00+00:00	2020-05-05T12:45:08-07:00	https://github.com/subhashishhh/HNS-Ontology/blob/master/HNS_ontology.owl	https://www.ergon-verlag.de/isko_ko/downloads/ko_46_2019_3_c.pdf	https://github.com/subhashishhh/HNS-Ontology	4.0	TRUE	TRUE
ROLEO	https://data.bioontology.org/ontologies/ROLEO	http://data.bioontology.org/metadata/Ontology	Ontology	Role Ontology	FALSE	The Role Ontology (RoleO) is an ontology in the domain of role classification. RoleO aims to standardize role classification and support computer-assisted reasoning.  RoleO development follows the OBO Foundry principles. RoleO has represented  all the occupations defined in the Standard Occupational Classification (SOC) System from the USA Bureau of Labor Statistics. 	2125		OWL	2018-03-24T18:13:32-07:00	2018-03-24T18:13:32-07:00	https://github.com/roleontology/roleo			Vision Release: 1.0.16	TRUE	TRUE
ONL-MR-DA	https://data.bioontology.org/ontologies/ONL-MR-DA	http://data.bioontology.org/metadata/Ontology	Ontology	Magnetic Resonance Dataset Acquisition Ontology	FALSE	"This ontology is a module of the OntoNeuroLOG ontology, developed in the context of the NeuroLOG project, a french project supported by ANR (ANR-06-TLOG-024 grant) aiming at integrating distributed heterogeneous resources in neuroimaging.
If covers the domain of Magnetic Resonance Imaging (MRI) dataset acquisition, i.e. MRI protocols, and MRI sequence parameters. In particular, it includes a multi-axial classification of MR sequences."	702	Imaging	OWL	2013-07-10T00:00:00-07:00	2013-07-09T22:53:55-07:00	http://neurolog.unice.fr/ontoneurolog/v3.0/Documentation_OntoNeuroLOGv3.pdf		http://neurolog.unice.fr/ontoneurolog/v3.0/OntoSpec-documentation.zip	V1	TRUE	TRUE
DERMLEX	https://data.bioontology.org/ontologies/DERMLEX	http://data.bioontology.org/metadata/Ontology	Ontology	Dermatology Lexicon	FALSE	Version 1.0 of the American Academy of Dermatology's DermLex: The Dermatology Lexicon, a standardized terminology of dermatologic diagnoses, therapies, procedures, and laboratory tests.	6106	Health	OWL	2009-04-30T00:00:00-07:00	2009-04-17T12:12:06-07:00	http://www.aad.org/research/lexicon/			1	TRUE	TRUE
KTAO	https://data.bioontology.org/ontologies/KTAO	http://data.bioontology.org/metadata/Ontology	Ontology	Kidney Tissue Atlas Ontology	FALSE	"The Kidney Tissue Atlas Ontology (KTAO) is an ontology that integrates kidney-related cell types, cell states, locations, gene markers, disease, etc., and their relations. KTAO is 
developed to support the NIH-NIDDK-funed Kidney Precision Medicine Project (KPMP). "	9976	Cellular anatomy |Molecule|Health|Dysfunction|Biomedical Resources|Genomic and Proteomic|Biological Process|Subcellular|Phenotype|Human Developmental Anatomy|Anatomy|Human|Subcellular anatomy|Cell|Development|Gene Product	OWL	2021-05-31T18:04:45-07:00	2021-05-31T18:04:54-07:00	https://github.com/KPMP/KTAO			Vision Release: 1.0.99	TRUE	TRUE
ODNAE	https://data.bioontology.org/ontologies/ODNAE	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Drug Neuropathy Adverse Events	FALSE	ODNAE is an extension of OAE with a focus on drug-associated neuropathy adverse events.	1544	Health|Human	OWL	2016-05-16T18:09:11-07:00	2016-05-16T18:09:11-07:00	https://github.com/odnae/odnae			Vision Release; 1.0.13	TRUE	TRUE
MOC	https://data.bioontology.org/ontologies/MOC	http://data.bioontology.org/metadata/Ontology	Ontology	Material Organic Compound	FALSE	Organic Compound	27	Upper Level Ontology	OWL	2016-01-08T00:00:00+00:00	2016-01-07T13:10:34-08:00				2.3	TRUE	TRUE
STY	https://data.bioontology.org/ontologies/STY	http://data.bioontology.org/metadata/Ontology	Ontology	Semantic Types Ontology	FALSE	"UMLS Semantic Network
The Semantic Network consists of (1) a set of broad subject categories, or Semantic Types, that provide a consistent categorization of all concepts represented in the UMLS Metathesaurus, and (2) a set of useful and important relationships, or Semantic Relations, that exist between Semantic Types. This section of the documentation provides an overview of the Semantic Network, and describes the files of the Semantic Network. Sample records illustrate structure and content of these files.

The Semantic Network is distributed as one of the UMLS Knowledge Sources and as an open source resource available on the Semantic Network Web site, subject to these terms and conditions."	127		UMLS	2021-04-03T00:00:00+00:00	2021-05-20T10:21:56-07:00	https://semanticnetwork.nlm.nih.gov/			2021AA	TRUE	TRUE
BT	https://data.bioontology.org/ontologies/BT	http://data.bioontology.org/metadata/Ontology	Ontology	BioTop Ontology	FALSE	A top-domain ontology that provides definitions for the foundational entities of biomedicine as a basic vocabulary to unambiguously describe facts in this domain. The original BioTop is no longer maintained, because it duplicated much content of other ontologies. The currently maintained version is BioTopLite 2, abbreviated as BTL2 	390	Upper Level Ontology	OWL	2014-05-20T00:00:00+00:00	2018-07-06T16:38:09-07:00	http://purl.org/biotop			"Last modification
Apr 24, 2012 by Stefan Schulz"	TRUE	TRUE
PPLC	https://data.bioontology.org/ontologies/PPLC	http://data.bioontology.org/metadata/Ontology	Ontology	Placental Pathology Lesion Classification	FALSE	Placental pathology: current terminology with definitions, short descriptions, and representative images pertaining to the cause, origin and nature of placental disease. The Placental Pathology Lesion Classification was developed by a PAT External Scientific Panel Member, placental pathologist Dr. Raymond Redline. This terminology is a continuation of the effort of the Amsterdam Placental Lesion Consensus Group.	0	Health	OWL	2020-01-13T00:00:00+00:00	2020-01-13T12:23:31-08:00				1.0	FALSE	FALSE
ONTOMA	https://data.bioontology.org/ontologies/ONTOMA	http://data.bioontology.org/metadata/Ontology	Ontology	Ontology of Alternative Medicine, French	FALSE	"Common concepts for  communication between traditional medicine and western medicine.

(In French)"	436		OWL	2012-08-12T00:00:00-07:00	2012-06-25T07:31:44-07:00	www.lavima.org	www.lavima.org/ontoma_1_1.html	www.lavima.org/ontoma_1_1.html	"Version 1.1
Date: 11-2011
"	TRUE	TRUE
FAST-EVENT	https://data.bioontology.org/ontologies/FAST-EVENT	http://data.bioontology.org/metadata/Ontology	Ontology	FAST (Faceted Application of Subject Terminology) Event	FALSE	FAST is an enumerative, faceted subject heading schema derived from the Library of Congress Subject Headings (LCSH). The purpose of adapting the LCSH with a simplified syntax to create FAST is to retain the very rich vocabulary of LCSH while making the schema easier to understand, control, apply, and use. The schema maintains upward compatibility with LCSH, and any valid set of LC subject headings can be converted to FAST headings. This is the Event facet.	4		OWL	2017-04-14T00:00:00+00:00	2017-08-29T11:38:35-07:00	http://www.oclc.org/research/themes/data-science/fast/download.html		http://www.oclc.org/research/themes/data-science/fast/download.html		TRUE	TRUE
BIBLIOTEK-O	https://data.bioontology.org/ontologies/BIBLIOTEK-O	http://data.bioontology.org/metadata/Ontology	Ontology	The Biblioteko Ontology	FALSE	An ontology recommendation for modeling bibliographic metadata	278		OWL	2017-07-11T18:02:14-07:00	2017-07-11T18:02:14-07:00	http://bibliotek-o.org/			Version 1.1.0	TRUE	TRUE
EMAP	https://data.bioontology.org/ontologies/EMAP	http://data.bioontology.org/metadata/Ontology	Ontology	Mouse Gross Anatomy and Development Ontology	FALSE	A structured controlled vocabulary of stage-specific anatomical structures of the mouse (Mus).	19444	Mouse Anatomy|Gross Anatomy|Anatomy|Animal Gross Anatomy	OBO	2016-02-10T18:02:26-08:00	2016-02-10T18:02:28-08:00	http://emouseatlas.org/			unknown	TRUE	TRUE
CSEO	https://data.bioontology.org/ontologies/CSEO	http://data.bioontology.org/metadata/Ontology	Ontology	Cigarette Smoke Exposure Ontology	FALSE	The CSEO has potential to become a widely used standard within the academic and industrial community. Mainly because of the emerging need of systems toxicology to controlled vocabularies and also the lack of suitable ontologies for this domain, the CSEO prepares the ground for integrative systems-based research in the exposure science.	20085	Health	OWL	2014-07-10T00:00:00+00:00	2014-07-10T11:38:44-07:00	https://publicwiki-01.fraunhofer.de/CSEO-Wiki/index.php/Main_Page	http://www.jbiomedsem.com/content/5/1/31/abstract		1.0	TRUE	TRUE
HHEAR	https://data.bioontology.org/ontologies/HHEAR	http://data.bioontology.org/metadata/Ontology	Ontology	Human Health Exposure Analysis Resource	FALSE	The Human Health Exposure Analysis Resource (HHEAR) measures exposures that cover the breadth of the “exposome,” which encompasses all environmental exposures including chemical, physical, and biological stressors, as well as lifestyle and social environments, from conception through adulthood.	10341	Health	OWL	2021-03-12T00:00:00+00:00	2021-03-17T11:28:59-07:00	https://hhearprogram.org			1.4	TRUE	TRUE
MS	https://data.bioontology.org/ontologies/MS	http://data.bioontology.org/metadata/Ontology	Ontology	Mass Spectrometry Ontology	FALSE	A structured controlled vocabulary for the annotation of mass spectrometry experiments. Developed by the HUPO Proteomics Standards Initiative (PSI).	6170	Experimental Conditions|Protein	OBO	2020-08-28T18:10:46-07:00	2020-08-28T18:10:54-07:00	http://www.psidev.info/groups/controlled-vocabularies	http://database.oxfordjournals.org/content/2013/bat009.long	http://www.psidev.info/groups/controlled-vocabularies	4.1.42	TRUE	TRUE
OPTION-ONTOLOGY	https://data.bioontology.org/ontologies/OPTION-ONTOLOGY	http://data.bioontology.org/metadata/Ontology	Ontology	Optimization Algorithm Benchmarking Ontology	FALSE	OPTImization Algorithm Benchmarking ONtology	345	Other	OWL	2021-04-12T00:00:00+00:00	2021-04-12T09:21:03-07:00				1.0.0	TRUE	TRUE
FIDEO	https://data.bioontology.org/ontologies/FIDEO	http://data.bioontology.org/metadata/Ontology	Ontology	Food Interactions with Drugs Evidence Ontology	FALSE	The Food Interactions with Drugs Evidence Ontology (FIDEO) is an ontology used for annotation and retrieval of scientific articles about food-drug interactions. 	739	Human	OWL	2020-11-25T18:04:18-08:00	2020-11-25T18:04:39-08:00	https://gitub.u-bordeaux.fr/erias/fideo	http://www.informatik.uni-leipzig.de/~loebe/tmp/ICBO2020/paperL.pdf	http://www.informatik.uni-leipzig.de/~loebe/tmp/ICBO2020/paperL.pdf	1.0.0	TRUE	TRUE
